# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
16750,46.5,0.5,9.0,2.16,19.75,0.83,standing
17000,46.0,0.71,14.75,0.43,20.5,0.87,standing
17250,46.0,0.82,17.5,0.87,21.33,0.47,standing
17500,45.5,0.5,18.0,0.0,20.75,0.43,standing
17750,46.0,0.82,15.0,0.0,18.5,0.5,standing
18000,46.5,0.5,8.75,3.96,17.0,1.22,standing
18250,46.75,0.43,10.5,2.6,16.0,0.71,standing
18500,46.5,0.5,11.5,2.18,16.75,0.43,standing
18750,45.75,0.83,9.5,2.06,14.75,1.09,standing
19000,45.25,0.43,12.25,0.43,17.75,0.43,standing
19250,45.0,0.0,15.0,0.71,17.5,0.5,standing
19500,45.0,0.0,13.75,1.3,17.25,1.3,standing
19750,45.25,0.43,6.67,3.3,16.75,1.09,standing
20000,46.25,0.43,2.0,0.0,14.75,0.43,standing
20250,46.25,0.83,4.0,0.0,16.0,2.55,standing
20500,45.5,0.5,14.0,0.82,19.5,0.87,standing
20750,45.0,0.0,13.67,0.47,20.0,0.82,standing
21000,45.0,0.0,11.67,0.47,19.33,0.47,standing
21250,45.0,0.0,11.6,0.8,17.5,0.5,standing
21500,45.0,0.0,11.75,0.43,17.75,0.43,standing
21750,45.33,0.47,13.0,0.82,17.5,0.5,standing
22000,45.75,0.83,12.0,0.0,19.25,0.83,standing
22250,45.75,0.83,12.75,0.43,19.0,0.71,standing
22500,45.0,0.0,12.0,0.0,19.25,0.83,standing
22750,45.5,0.5,6.5,3.84,19.0,1.0,standing
23000,47.0,0.71,11.25,1.3,17.5,0.87,standing
23250,46.75,0.83,5.0,0.0,17.0,1.41,standing
23500,46.0,0.71,11.33,1.7,18.25,0.43,standing
23750,45.5,0.5,12.0,0.0,18.67,0.94,standing
24000,46.25,0.43,12.0,0.0,21.25,0.43,standing
24250,46.67,0.47,10.0,1.0,22.0,1.0,standing
24500,46.5,0.5,3.5,0.5,22.25,0.43,standing
24750,45.67,0.94,7.67,1.89,21.25,0.43,standing
25000,45.33,0.47,12.0,0.0,20.0,1.0,standing
25250,45.0,0.0,8.5,2.96,17.5,1.5,standing
25500,45.75,0.43,4.33,3.4,17.0,0.71,standing
25750,46.5,0.5,11.0,0.82,16.25,0.83,standing
26000,46.5,0.5,11.5,0.87,15.5,0.87,standing
26250,45.75,0.83,6.0,0.0,17.25,0.83,standing
26500,45.0,0.0,11.0,1.0,19.25,0.83,standing
26750,45.0,0.0,12.5,0.5,18.0,0.0,standing
27000,45.0,0.0,12.0,0.0,18.5,0.5,standing
27250,45.0,0.0,12.33,0.47,19.33,1.25,standing
27500,45.75,0.43,12.5,0.5,20.5,0.87,standing
27750,46.75,0.43,9.5,2.5,18.0,0.0,standing
28000,47.0,0.0,14.0,0.71,17.25,1.48,standing
28250,47.0,0.0,13.0,1.0,17.25,0.83,standing
28500,46.67,0.47,6.67,4.11,19.0,1.41,standing
28750,46.5,0.5,12.5,0.5,19.75,0.83,standing
29000,45.25,0.43,12.25,0.43,17.5,0.87,standing
29250,45.0,0.0,12.0,0.0,17.75,1.48,standing
29500,45.5,0.5,10.75,2.17,19.75,0.43,standing
29750,45.75,0.43,10.0,5.79,15.5,0.5,standing
30000,47.25,0.43,13.33,1.25,17.25,0.83,standing
30250,47.5,0.5,11.75,1.09,17.0,0.71,standing
30500,46.0,0.71,8.0,0.82,13.75,1.3,standing
30750,45.75,0.43,8.0,0.71,15.0,1.41,standing
31000,46.5,0.5,2.67,1.7,15.5,0.5,standing
31250,46.75,0.43,7.0,0.0,14.67,1.25,standing
31500,46.5,0.5,4.0,2.0,16.25,0.43,standing
31750,46.5,0.5,2.0,0.0,18.0,0.0,standing
32000,45.33,0.47,8.0,0.0,19.67,1.25,standing
32250,45.0,0.0,6.33,2.05,18.75,1.3,standing
32500,45.0,0.0,6.0,1.63,18.25,0.43,standing
32750,45.0,0.0,6.5,0.5,16.5,1.5,standing
33000,46.5,0.5,7.0,3.74,13.0,1.0,standing
33250,47.0,0.0,12.0,0.71,12.0,2.12,standing
33500,47.0,0.71,8.5,2.5,16.25,1.48,standing
33750,46.25,0.83,11.75,0.43,20.0,1.22,standing
34000,45.25,0.43,11.75,0.43,15.5,1.66,standing
34250,45.0,0.0,11.5,0.5,15.0,1.87,standing
34500,45.5,0.5,12.5,0.5,20.25,1.3,standing
34750,46.5,0.5,8.67,0.47,19.33,1.25,standing
35000,47.5,0.5,13.0,1.41,13.67,1.25,standing
35250,47.67,0.47,14.25,0.83,11.67,0.47,standing
35500,47.5,0.5,11.0,1.22,12.0,2.45,standing
35750,47.33,0.47,4.0,1.63,16.25,2.28,standing
36000,47.2,0.75,10.4,2.06,19.5,0.5,standing
36250,45.67,0.47,13.33,0.47,17.75,0.83,standing
36500,45.5,0.5,12.0,0.0,16.0,1.22,standing
36750,45.67,0.47,10.75,1.3,20.0,1.73,standing
37000,46.75,0.43,7.25,1.79,19.5,1.5,standing
37250,47.25,0.43,15.0,2.24,15.0,0.71,standing
37500,47.5,0.5,16.0,0.82,14.25,1.79,standing
37750,47.5,0.5,14.25,0.43,14.75,1.09,standing
38000,47.25,0.43,15.67,0.47,14.67,0.47,standing
38250,47.5,0.5,12.5,2.5,17.67,0.47,standing
38500,46.5,1.12,12.0,0.0,19.0,0.71,standing
38750,45.33,0.47,11.33,0.94,17.0,0.82,standing
39000,45.0,0.0,12.0,0.0,18.75,1.48,standing
39250,46.5,0.5,9.75,1.79,18.5,1.66,standing
39500,47.25,0.43,14.25,1.3,13.5,1.12,standing
39750,47.5,0.5,13.25,1.09,12.25,0.43,standing
40000,47.5,0.5,12.5,0.5,12.5,0.87,standing
40250,47.5,0.5,9.25,3.27,15.25,1.79,standing
40500,47.5,0.5,10.5,1.66,20.0,1.22,standing
40750,46.75,0.43,13.0,0.71,19.5,0.87,standing
41000,46.5,0.5,13.75,0.43,18.25,0.43,standing
41250,46.75,0.43,13.0,0.71,20.5,0.87,standing
41500,47.5,0.5,6.0,2.55,19.75,1.3,standing
41750,47.75,0.43,12.5,2.69,13.25,1.3,standing
42000,48.0,0.0,16.25,0.43,12.75,1.3,standing
42250,48.0,0.0,15.5,0.5,12.25,0.43,standing
42500,47.5,0.5,13.0,1.41,15.0,2.12,standing
42750,46.5,0.5,9.5,1.5,19.67,1.25,standing
43000,45.25,0.43,12.5,0.5,18.5,0.87,standing
43250,45.0,0.0,12.25,0.43,17.5,0.87,standing
43500,45.5,0.5,12.0,0.0,19.75,0.83,standing
43750,46.5,0.5,5.75,1.3,19.25,1.09,standing
44000,47.75,0.43,8.75,1.48,17.25,0.83,standing
44250,48.0,0.0,12.0,0.71,16.75,1.09,standing
44500,48.0,0.0,14.5,0.5,18.75,0.83,standing
44750,47.67,0.47,12.75,0.83,21.33,0.47,standing
45000,46.75,0.43,6.33,2.49,21.5,0.5,standing
45250,47.33,0.47,9.33,2.49,20.25,0.83,standing
45500,47.0,0.0,13.5,1.12,17.75,0.43,standing
45750,46.5,0.5,14.5,0.87,17.75,0.43,standing
46000,46.5,0.5,11.33,0.94,17.75,0.43,standing
46250,46.33,0.47,9.5,0.5,18.0,0.0,standing
46500,46.5,0.5,10.0,0.0,18.0,0.0,standing
46750,46.75,0.43,9.67,0.47,17.67,0.47,standing
47000,46.5,0.5,11.75,0.43,17.25,0.83,standing
47250,47.0,0.0,12.0,0.0,17.75,0.43,standing
47500,47.67,0.47,11.0,0.0,18.67,0.47,standing
47750,47.25,0.43,9.67,0.47,19.0,0.71,standing
48000,46.5,0.5,7.67,0.47,18.75,0.83,standing
48250,46.0,0.0,6.67,0.47,18.5,0.5,standing
48500,46.5,0.5,8.0,1.22,18.25,0.43,standing
48750,46.33,0.47,11.33,1.25,17.75,0.43,standing
49000,47.5,0.5,14.0,1.22,17.0,0.71,standing
49250,48.0,0.0,13.75,1.3,14.25,2.28,standing
49500,48.0,0.0,14.75,0.43,15.75,1.64,standing
49750,47.75,0.43,16.0,1.22,15.0,0.0,standing
50000,46.75,1.09,16.0,1.58,14.0,1.22,standing
50250,45.5,0.5,8.67,2.87,14.75,1.09,standing
50500,45.5,0.5,8.75,1.09,17.25,0.83,standing
50750,45.25,0.43,12.0,0.0,17.0,0.82,standing
51000,45.33,0.47,9.75,1.92,17.33,0.47,standing
51250,45.33,0.47,3.5,1.5,15.0,0.0,standing
51500,46.0,0.71,7.0,1.63,16.0,1.22,standing
51750,47.5,0.5,11.67,0.47,18.0,1.22,standing
52000,46.33,0.47,12.67,0.94,17.25,0.83,standing
52250,45.25,0.43,12.25,0.43,16.0,0.0,standing
52500,45.0,0.0,13.0,0.0,14.25,0.83,standing
52750,44.5,0.5,13.25,1.09,17.25,2.59,standing
53000,44.75,0.43,13.0,1.22,17.75,0.43,standing
53250,44.75,0.43,12.0,0.0,16.75,0.83,standing
53500,44.25,0.83,11.33,0.94,16.33,0.47,standing
53750,43.5,0.5,8.5,1.12,16.75,1.3,standing
54000,43.67,0.47,9.0,0.0,16.33,0.94,standing
54250,43.75,0.83,11.5,0.5,16.25,0.83,standing
54500,45.0,0.0,12.0,0.0,16.75,0.43,standing
54750,45.0,0.0,12.33,0.47,17.25,0.83,standing
55000,45.0,0.0,12.25,0.43,18.75,0.83,standing
55250,45.0,0.0,7.33,2.36,16.75,0.43,standing
55500,45.25,0.43,2.0,0.0,16.75,0.83,standing
55750,45.0,0.0,3.67,1.7,17.5,0.87,standing
56000,45.0,0.0,8.67,1.89,16.25,1.09,standing
56250,45.0,0.0,11.75,0.43,18.5,0.5,standing
56500,45.0,0.0,13.0,0.71,19.25,0.83,standing
56750,45.75,0.43,12.5,0.87,20.0,1.22,standing
57000,46.25,0.43,10.5,1.5,20.33,0.47,standing
57250,46.25,0.43,10.2,0.4,19.4,0.8,standing
57500,46.0,0.71,9.67,0.94,18.67,0.94,standing
57750,45.67,0.47,5.33,0.94,19.67,0.94,standing
58000,45.75,0.43,3.5,1.5,19.0,1.0,standing
58250,45.0,0.0,8.0,0.82,14.0,1.41,standing
58500,45.0,0.0,7.75,1.3,12.33,0.47,standing
58750,44.0,0.82,3.5,0.5,16.5,1.66,standing
59000,43.25,0.83,11.25,5.54,17.33,1.7,standing
59250,41.75,1.79,10.75,3.03,15.5,5.02,standing
59500,38.5,0.5,8.0,1.0,23.0,1.0,standing
59750,40.5,1.12,11.75,1.09,17.0,3.27,standing
60000,44.25,0.83,11.25,1.48,11.25,1.92,standing
60250,45.0,0.0,4.0,1.87,6.75,3.56,standing
60500,45.0,0.0,7.75,2.17,10.5,1.12,standing
60750,42.75,3.9,7.0,2.16,7.0,0.82,standing
61000,45.0,0.0,2.5,0.5,9.33,1.7,standing
61250,45.0,0.0,4.67,2.49,11.75,0.43,standing
61500,45.75,0.83,8.67,0.47,9.5,1.8,standing
61750,46.67,0.47,8.0,1.73,4.0,1.0,standing
62000,47.5,0.5,6.33,0.47,6.33,2.62,standing
62250,47.33,0.47,9.0,0.0,9.5,0.87,standing
62500,47.2,0.4,11.0,0.71,8.75,0.43,standing
62750,47.0,0.0,8.67,0.47,7.67,0.94,standing
63000,46.75,0.43,6.5,0.87,9.25,1.09,standing
63250,46.0,0.71,6.5,0.5,9.33,0.47,standing
63500,45.25,0.43,7.0,0.82,7.5,1.12,standing
63750,45.25,0.43,8.5,0.5,5.0,0.82,standing
64000,45.5,0.5,7.5,1.5,3.67,1.7,standing
64250,45.0,0.0,8.67,1.25,10.5,1.5,standing
64500,45.0,0.0,6.33,1.7,9.33,0.94,standing
64750,45.0,0.0,2.0,0.0,10.25,1.3,standing
65000,45.2,0.4,5.33,2.87,10.8,0.4,standing
65250,45.33,0.47,6.5,1.5,11.0,0.0,standing
65500,45.0,0.0,7.5,0.5,10.33,1.25,standing
65750,45.25,0.43,8.0,1.0,5.0,2.55,standing
66000,45.0,0.0,4.0,1.41,2.5,1.5,standing
66250,45.5,0.5,5.75,1.09,1.33,0.47,standing
66500,45.33,0.47,5.0,1.0,0.0,0.0,standing
66750,45.5,0.5,4.25,1.3,1.0,0.0,standing
67000,45.5,0.5,4.33,1.7,0.0,0.0,standing
67250,45.25,0.43,4.5,1.5,1.0,0.0,standing
67500,45.25,0.43,4.67,1.25,1.0,0.0,standing
67750,45.67,0.47,4.33,1.25,0.0,0.0,standing
68000,45.0,0.0,5.0,1.0,0.0,0.0,standing
68250,45.0,0.0,4.67,1.25,0.0,0.0,standing
68500,45.25,0.43,5.25,1.3,0.0,0.0,standing
68750,45.25,0.43,5.67,0.47,0.0,0.0,standing
69000,45.25,0.43,6.67,0.47,0.0,0.0,standing
69250,45.0,0.0,6.25,1.09,0.0,0.0,standing
69500,45.0,0.0,8.0,0.0,0.0,0.0,standing
69750,45.0,0.0,8.0,0.0,0.0,0.0,standing
70000,45.25,0.43,7.0,0.71,0.0,0.0,standing
70250,45.25,0.43,6.33,0.47,0.0,0.0,standing
70500,45.25,0.43,5.0,0.0,1.0,0.0,standing
70750,45.67,0.47,4.25,1.48,3.0,0.0,standing
71000,45.5,0.5,3.0,0.0,1.5,0.5,standing
71250,45.33,0.47,2.0,1.0,6.67,1.25,standing
71500,45.5,0.5,2.5,0.5,4.0,1.63,standing
71750,45.75,0.43,2.5,1.12,10.0,2.92,standing
72000,45.5,0.5,2.33,1.25,6.5,2.96,standing
72250,45.75,0.83,1.5,0.5,8.0,1.22,standing
72500,45.5,0.5,1.5,0.5,9.33,0.47,standing
72750,45.25,0.43,1.0,0.0,10.75,2.38,standing
73000,45.0,0.0,0.0,0.0,12.0,0.0,standing
73250,44.5,0.87,8.0,4.32,13.5,1.12,standing
73500,41.75,1.79,11.5,1.5,11.25,3.77,standing
73750,37.67,1.25,16.5,2.6,15.33,1.89,standing
74000,40.0,1.0,17.33,3.3,12.33,1.25,standing
74250,39.5,1.5,16.0,2.0,11.25,1.79,standing
74500,33.75,3.27,12.0,2.12,16.0,2.83,standing
74750,33.33,1.25,16.67,1.25,18.25,1.48,standing
75000,38.0,1.41,11.67,2.87,12.75,1.3,standing
75250,40.75,0.83,16.5,1.12,12.0,0.71,standing
75500,40.25,0.43,13.0,1.87,8.0,2.94,standing
75750,41.0,0.71,11.75,0.43,13.25,0.83,standing
76000,40.0,1.0,12.75,0.43,13.5,0.87,standing
76250,39.75,0.83,12.0,0.0,12.5,0.5,standing
76500,39.0,0.0,12.0,0.0,10.0,0.71,standing
76750,39.25,0.43,12.0,0.0,10.5,1.12,standing
77000,39.67,0.47,13.67,0.94,11.0,1.0,standing
77250,39.4,0.49,15.0,0.71,11.2,0.98,standing
77500,40.0,1.0,15.25,0.43,12.0,1.41,standing
77750,40.33,0.94,14.25,0.43,12.0,0.0,standing
78000,39.75,0.83,14.75,0.43,12.25,0.43,standing
78250,40.0,0.82,14.67,0.47,12.25,0.43,standing
78500,41.0,1.0,14.25,0.83,12.0,0.0,standing
78750,40.75,0.83,13.75,0.83,12.0,0.0,standing
79000,41.0,1.0,14.5,0.5,11.5,0.87,standing
79250,41.5,0.5,15.25,0.43,11.75,0.43,standing
79500,41.5,0.5,15.0,0.0,11.25,0.43,standing
79750,41.5,0.5,15.0,0.0,11.0,1.22,standing
80000,41.5,0.5,15.0,0.0,10.75,0.43,standing
80250,41.5,0.5,15.0,0.0,10.5,0.5,standing
80500,41.5,0.5,15.0,0.0,11.0,1.0,standing
80750,41.5,0.5,14.5,0.5,11.75,1.09,standing
81000,41.5,0.5,14.75,0.43,12.0,0.71,standing
81250,41.5,0.5,15.0,0.0,12.0,0.71,standing
81500,41.25,0.83,15.0,0.0,12.0,0.82,standing
81750,41.5,0.5,15.0,0.0,12.0,0.0,standing
82000,42.0,0.0,15.0,0.0,12.33,0.47,standing
82250,41.5,0.5,14.75,0.43,11.25,0.83,standing
82500,42.0,0.0,15.0,0.0,9.67,0.94,standing
82750,42.0,0.0,15.0,0.0,9.0,0.71,standing
83000,42.0,0.0,15.0,0.0,8.75,1.3,standing
83250,42.0,0.0,15.0,0.0,9.75,0.43,standing
83500,42.0,0.0,15.0,0.0,9.75,0.43,standing
83750,42.0,0.0,15.0,0.0,10.0,0.71,standing
84000,42.0,0.0,15.0,0.0,9.33,0.47,standing
84250,42.0,0.0,15.0,0.0,9.0,0.0,standing
84500,42.0,0.0,15.25,0.43,9.25,0.43,standing
84750,42.0,0.0,15.0,0.0,9.5,1.12,standing
85000,42.0,0.0,14.0,0.71,9.67,0.47,standing
85250,42.0,0.0,12.5,0.5,7.5,1.12,standing
85500,42.0,0.0,12.25,0.43,7.0,0.71,standing
85750,42.0,0.0,12.75,0.43,6.25,1.3,standing
86000,42.0,0.0,13.25,0.83,8.0,1.22,standing
86250,42.0,0.0,12.75,0.83,7.25,1.09,standing
86500,42.0,0.0,13.25,0.43,7.25,1.09,standing
86750,42.0,0.0,13.67,0.47,8.67,0.47,standing
87000,42.0,0.0,13.25,1.09,8.0,0.82,standing
87250,42.0,0.0,12.5,0.5,8.0,0.82,standing
87500,42.0,0.0,12.75,0.83,8.0,0.82,standing
87750,42.0,0.0,12.0,0.0,9.5,0.5,standing
88000,42.0,0.0,12.25,0.43,8.33,0.94,standing
88250,41.67,0.47,12.67,0.47,0.0,0.0,standing
88500,42.0,0.0,12.75,0.43,6.33,0.47,standing
88750,42.0,0.0,13.33,0.47,6.75,0.83,standing
89000,42.33,0.47,15.0,0.0,7.25,0.43,standing
89250,42.0,0.0,15.0,0.0,7.25,1.48,standing
89500,42.0,0.0,15.0,0.0,7.75,1.3,standing
89750,42.0,0.0,15.0,0.71,8.5,0.5,standing
90000,42.0,0.0,14.67,0.47,9.0,0.0,standing
90250,42.0,0.0,15.0,0.0,9.0,0.0,standing
90500,42.0,0.0,15.0,0.0,8.5,0.87,standing
90750,42.5,0.5,14.75,0.43,8.25,1.48,standing
91000,44.67,0.47,12.0,0.0,10.67,0.94,standing
91250,45.0,0.0,13.0,0.82,11.25,1.3,standing
91500,44.0,0.82,14.67,0.47,12.0,1.22,standing
91750,43.25,0.83,14.75,0.43,11.25,0.83,standing
92000,42.5,0.5,14.5,0.5,11.25,0.43,standing
92250,42.5,0.5,13.67,0.94,9.67,0.47,standing
92500,42.5,0.5,13.33,0.47,10.0,1.41,standing
92750,42.5,0.5,13.5,0.5,9.75,1.3,standing
93000,42.5,0.5,12.33,0.47,9.0,0.0,standing
93250,42.67,0.47,13.5,0.5,8.0,0.82,standing
93500,42.67,0.47,12.75,0.43,8.0,1.41,standing
93750,43.0,0.82,13.0,0.82,8.0,1.0,standing
94000,42.75,0.83,12.75,0.83,8.0,1.22,standing
94250,42.5,0.5,12.5,0.5,8.0,0.71,standing
94500,42.5,0.5,13.0,0.0,8.67,0.47,standing
94750,42.5,0.5,13.25,0.43,10.25,1.09,standing
95000,42.75,0.83,12.25,0.43,12.5,0.5,standing
95250,42.5,0.5,12.0,0.0,12.25,0.43,standing
95500,42.25,0.43,12.0,0.0,11.33,0.47,standing
95750,42.5,0.5,12.0,0.0,11.5,0.5,standing
96000,42.0,0.0,12.0,0.0,11.0,1.0,standing
96250,42.25,0.43,12.0,0.0,11.75,0.43,standing
96500,42.0,0.0,12.0,0.0,11.0,0.82,standing
96750,42.0,0.0,12.0,0.0,11.33,0.47,standing
97000,42.25,0.43,12.25,0.43,10.33,0.47,standing
97250,42.33,0.47,11.67,0.47,10.0,0.82,standing
97500,42.0,0.0,12.0,0.0,9.25,0.43,standing
97750,42.0,0.0,12.0,0.0,8.67,0.47,standing
98000,42.0,0.0,12.0,0.0,8.75,0.43,standing
98250,42.25,0.43,12.25,0.43,8.75,0.43,standing
98500,42.25,0.43,13.75,0.83,7.0,0.0,standing
98750,42.25,0.43,14.5,0.5,8.75,0.43,standing
99000,42.0,0.0,13.75,0.83,7.25,1.48,standing
99250,42.5,0.5,13.25,0.43,5.75,1.09,standing
99500,42.25,0.43,13.33,0.94,6.0,1.63,standing
99750,42.25,0.43,12.5,0.5,5.33,0.47,standing
100000,42.67,0.47,13.0,0.82,6.67,1.7,standing
100250,42.33,0.47,14.0,0.82,8.0,0.71,standing
100500,42.0,0.0,14.67,0.47,8.25,0.43,standing
100750,42.25,0.43,14.0,0.82,8.5,0.5,standing
101000,42.0,0.0,14.5,0.5,9.0,0.71,standing
101250,42.0,0.0,14.0,0.71,8.0,0.71,standing
101500,42.25,0.43,13.5,0.87,8.0,0.82,standing
101750,42.0,0.0,13.25,0.43,6.25,0.83,standing
102000,42.0,0.0,14.0,0.82,5.67,1.7,standing
102250,42.67,0.47,14.25,0.43,5.0,1.63,standing
102500,42.5,0.5,14.0,0.0,5.33,1.25,standing
102750,42.5,0.5,14.0,0.0,4.75,1.09,standing
103000,42.25,0.43,13.5,0.5,6.33,0.47,standing
103250,42.5,0.5,13.75,0.83,5.75,1.09,standing
103500,42.0,0.0,14.0,0.0,6.5,0.5,standing
103750,42.0,0.0,14.33,0.47,6.75,1.48,standing
104000,42.25,0.43,14.5,0.5,7.33,0.47,standing
104250,42.25,0.43,14.25,0.43,6.67,1.25,standing
104500,42.25,0.43,14.5,0.5,6.0,1.63,standing
104750,42.5,0.5,15.0,0.0,5.0,0.71,standing
105000,42.5,0.5,15.0,0.0,5.33,0.94,standing
105250,42.25,0.43,15.0,0.0,5.33,1.89,standing
105500,42.25,0.43,15.0,0.0,6.5,0.5,standing
105750,42.5,0.5,14.67,0.47,8.67,0.94,standing
106000,42.5,0.5,14.5,0.5,6.67,1.25,standing
106250,42.25,0.43,14.33,0.47,8.0,1.0,standing
106500,42.0,0.0,12.5,0.5,7.0,0.71,standing
106750,42.0,0.0,12.5,0.87,5.33,0.94,standing
107000,42.0,0.0,14.5,0.5,5.0,2.83,standing
107250,40.33,1.25,15.0,0.0,8.0,1.87,standing
107500,39.75,0.83,11.25,0.83,4.25,1.48,standing
107750,38.5,0.87,4.0,1.0,7.0,0.71,standing
108000,37.25,1.3,6.25,1.92,9.75,1.09,standing
108250,37.75,1.09,13.0,2.12,7.0,2.0,standing
108500,38.75,0.43,16.75,0.43,7.25,1.48,standing
108750,38.5,0.5,13.0,1.63,8.67,0.47,standing
109000,39.0,0.0,9.25,4.76,7.75,1.09,standing
109250,39.0,0.0,12.5,1.8,12.0,0.0,standing
109500,38.25,0.83,18.25,0.43,16.33,1.25,standing
109750,38.0,1.22,18.0,0.0,18.25,0.43,standing
110000,39.67,0.94,17.33,0.94,15.75,0.83,standing
110250,38.5,0.5,15.0,1.41,12.5,2.29,standing
110500,39.0,0.0,12.33,3.09,14.25,3.27,standing
110750,40.0,0.71,16.0,1.22,18.25,0.43,standing
111000,41.75,0.43,13.25,1.09,16.0,1.58,standing
111250,41.75,0.43,13.0,0.71,12.25,0.43,standing
111500,42.0,0.0,15.0,0.0,12.25,0.43,standing
111750,42.0,0.0,15.75,0.43,12.75,0.83,standing
112000,41.5,0.5,16.0,0.71,13.0,0.71,standing
112250,42.0,0.0,15.5,0.5,13.5,1.5,standing
112500,42.0,0.0,15.25,0.43,14.75,0.83,standing
112750,42.75,0.43,15.5,0.5,15.0,0.71,standing
113000,42.5,0.5,15.5,0.87,15.25,0.43,standing
113250,42.25,0.43,15.5,0.5,15.5,0.5,standing
113500,42.5,0.5,15.25,0.43,15.0,0.0,standing
113750,42.5,0.5,15.25,0.43,15.5,0.5,standing
114000,42.75,0.83,15.33,0.47,15.0,0.82,standing
114250,43.67,0.47,15.0,0.0,15.33,0.47,standing
114500,43.67,0.47,15.0,0.0,15.67,0.47,standing
114750,42.67,0.47,15.33,0.47,15.75,0.83,standing
115000,43.0,1.0,15.5,0.87,15.75,0.83,standing
115250,42.75,0.43,15.5,0.5,14.75,0.83,standing
115500,43.0,1.0,16.75,0.43,15.25,0.83,standing
