# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
8000,40.75,0.83,19.25,0.43,33.75,1.3,bending1
8250,40.67,0.47,19.75,0.43,34.0,1.41,bending1
8500,41.0,0.82,19.0,0.71,35.0,1.41,bending1
8750,41.0,0.89,17.75,1.09,34.2,1.47,bending1
9000,41.5,0.5,18.0,0.0,33.0,0.0,bending1
9250,41.67,0.47,19.5,0.5,33.75,1.3,bending1
9500,41.25,0.83,20.25,0.43,34.25,1.3,bending1
9750,41.0,0.82,20.33,0.47,33.75,1.3,bending1
10000,41.5,0.5,21.0,0.0,33.75,1.3,bending1
10250,41.5,0.5,19.25,1.3,33.0,0.0,bending1
10500,41.5,0.5,17.75,0.83,34.5,1.5,bending1
10750,41.5,0.5,19.0,0.71,35.25,1.3,bending1
11000,41.5,0.5,15.5,2.18,33.0,0.0,bending1
11250,41.75,0.43,15.0,0.0,33.5,0.87,bending1
11500,41.75,0.43,14.75,0.43,33.0,0.0,bending1
11750,41.75,0.43,11.75,0.43,33.75,1.3,bending1
12000,41.75,0.43,13.75,1.09,34.5,1.5,bending1
12250,41.5,0.5,13.5,1.5,33.75,1.3,bending1
12500,41.5,0.5,13.33,1.25,33.0,0.0,bending1
12750,41.5,0.5,16.25,1.3,33.0,0.0,bending1
13000,41.75,0.43,17.75,0.43,32.5,0.5,bending1
13250,41.75,0.43,16.0,0.71,33.0,0.0,bending1
13500,42.0,0.0,15.0,1.0,33.0,0.0,bending1
13750,42.0,0.0,13.5,1.12,33.0,0.0,bending1
14000,41.75,0.43,13.0,1.22,33.0,0.0,bending1
14250,41.75,0.43,13.25,1.09,33.0,0.0,bending1
14500,41.5,0.5,12.25,0.43,33.0,0.0,bending1
14750,41.67,0.47,13.0,1.0,33.0,0.0,bending1
15000,41.5,0.5,12.5,0.87,33.0,0.0,bending1
15250,41.5,0.5,14.5,0.5,32.75,0.43,bending1
15500,41.33,0.47,14.67,2.49,33.75,1.3,bending1
15750,41.5,0.5,17.5,1.5,33.0,0.0,bending1
16000,41.5,0.5,16.5,1.12,33.75,1.3,bending1
16250,41.75,0.43,15.25,1.09,33.0,0.0,bending1
16500,42.0,0.0,15.75,0.83,33.0,0.0,bending1
16750,41.75,0.43,15.75,0.43,33.0,0.0,bending1
17000,42.0,0.0,15.0,0.0,33.0,0.0,bending1
17250,41.75,0.43,15.33,0.47,33.0,0.0,bending1
17500,42.0,0.0,4.0,0.0,33.0,0.0,bending1
17750,41.75,0.43,9.5,1.8,33.0,0.0,bending1
18000,42.0,0.0,10.67,0.47,33.0,0.0,bending1
18250,41.5,0.5,13.0,1.0,33.75,1.3,bending1
18500,41.5,0.5,9.0,2.16,33.0,0.0,bending1
18750,41.75,0.43,13.5,0.87,33.0,0.0,bending1
19000,42.0,0.0,13.5,7.23,33.0,0.0,bending1
19250,41.75,0.43,10.0,3.08,33.0,0.0,bending1
19500,41.67,0.47,16.33,2.62,33.75,1.3,bending1
19750,42.0,0.0,13.5,0.87,33.0,0.0,bending1
20000,41.75,0.43,13.0,0.71,33.0,0.0,bending1
20250,42.0,0.0,9.25,2.68,33.0,0.0,bending1
20500,42.0,0.0,13.75,2.17,33.0,0.0,bending1
20750,42.0,0.0,18.0,1.22,33.75,1.3,bending1
21000,42.0,0.0,18.25,0.43,35.25,1.3,bending1
21250,42.0,0.0,18.0,0.0,36.0,0.0,bending1
21500,42.0,0.0,17.0,0.82,36.0,0.0,bending1
21750,42.0,0.0,16.0,0.71,33.75,1.3,bending1
22000,42.0,0.0,16.5,1.12,35.0,1.41,bending1
22250,42.0,0.0,15.75,0.83,33.75,1.3,bending1
22500,42.0,0.0,18.0,0.0,33.75,1.3,bending1
22750,42.0,0.0,18.0,0.0,34.75,1.09,bending1
23000,42.0,0.0,18.0,0.0,35.0,1.22,bending1
23250,42.0,0.0,18.0,0.0,34.5,1.5,bending1
23500,42.0,0.0,18.0,0.0,33.67,0.94,bending1
23750,42.0,0.0,19.5,0.5,35.25,1.3,bending1
24000,42.0,0.0,18.0,0.0,35.75,0.43,bending1
24250,42.0,0.0,18.0,0.0,35.0,1.41,bending1
24500,42.0,0.0,18.0,0.0,35.0,1.41,bending1
24750,42.0,0.0,18.0,0.0,35.25,1.3,bending1
25000,42.0,0.0,18.0,0.0,36.0,0.0,bending1
25250,42.0,0.0,18.75,0.83,35.25,1.3,bending1
25500,42.0,0.0,20.25,0.43,35.0,1.22,bending1
25750,42.0,0.0,20.25,0.43,34.25,1.3,bending1
26000,42.0,0.0,19.5,0.5,35.75,0.43,bending1
26250,42.0,0.0,18.75,0.43,35.0,1.22,bending1
26500,42.0,0.0,18.0,0.0,35.0,1.41,bending1
26750,42.0,0.0,18.0,0.0,34.0,1.41,bending1
27000,42.0,0.0,18.0,0.0,35.25,1.3,bending1
27250,42.0,0.0,18.0,0.0,35.25,1.3,bending1
27500,42.0,0.0,18.0,0.0,35.25,1.3,bending1
27750,42.0,0.0,17.75,0.43,36.0,0.0,bending1
28000,42.33,0.47,17.5,0.5,35.0,1.41,bending1
28250,42.0,0.0,17.67,0.47,36.0,0.0,bending1
28500,42.0,0.0,18.0,0.0,35.25,1.3,bending1
28750,42.0,0.0,18.0,0.0,34.5,1.5,bending1
29000,42.0,0.0,19.0,0.71,33.75,1.3,bending1
29250,42.0,0.0,20.0,0.0,33.75,1.3,bending1
29500,42.0,0.0,20.0,0.71,35.0,1.22,bending1
29750,42.0,0.0,19.0,0.0,33.67,0.94,bending1
30000,42.0,0.0,20.4,0.8,35.4,1.2,bending1
30250,42.0,0.0,21.0,0.0,36.0,0.0,bending1
30500,42.0,0.0,20.6,0.49,35.4,1.2,bending1
30750,42.0,0.0,19.33,0.47,34.0,1.41,bending1
31000,42.0,0.0,19.5,0.5,35.75,0.43,bending1
31250,42.0,0.0,19.75,0.43,35.0,1.41,bending1
31500,42.0,0.0,19.5,0.5,34.5,1.5,bending1
31750,42.0,0.0,20.5,0.5,33.75,1.3,bending1
32000,42.0,0.0,20.67,0.47,34.5,1.5,bending1
32250,42.0,0.0,20.25,0.43,34.5,1.5,bending1
32500,42.0,0.0,20.0,0.0,35.25,1.3,bending1
32750,42.0,0.0,19.75,0.43,33.75,1.3,bending1
33000,42.0,0.0,19.25,0.43,35.25,1.3,bending1
33250,42.0,0.0,19.0,0.0,36.0,0.0,bending1
33500,42.0,0.0,18.5,0.5,35.25,1.3,bending1
33750,42.0,0.0,18.75,0.43,35.25,1.3,bending1
34000,42.0,0.0,20.0,0.0,36.0,0.0,bending1
34250,42.0,0.0,20.33,0.47,35.33,0.94,bending1
34500,42.0,0.0,21.0,0.0,35.0,1.41,bending1
34750,42.0,0.0,21.0,0.0,35.0,1.22,bending1
35000,42.0,0.0,21.0,0.0,34.5,1.5,bending1
35250,42.0,0.0,21.0,0.0,35.25,1.3,bending1
35500,42.0,0.0,20.5,0.5,35.0,1.41,bending1
35750,42.0,0.0,21.0,0.0,36.0,0.0,bending1
36000,42.0,0.0,20.5,0.5,36.0,0.0,bending1
36250,42.0,0.0,20.25,0.43,34.75,1.3,bending1
36500,42.0,0.0,19.75,0.43,36.0,0.0,bending1
36750,42.0,0.0,19.5,0.5,35.25,1.3,bending1
37000,42.0,0.0,19.75,0.43,36.0,0.0,bending1
37250,42.0,0.0,19.5,0.5,35.25,1.3,bending1
37500,42.0,0.0,20.0,0.71,36.0,0.0,bending1
37750,42.0,0.0,20.0,0.0,36.0,0.0,bending1
38000,42.0,0.0,19.33,0.47,35.0,1.41,bending1
38250,42.0,0.0,21.0,0.0,33.0,0.0,bending1
38500,41.0,1.22,22.5,1.12,33.5,0.87,bending1
38750,39.0,0.82,24.0,0.0,33.0,0.0,bending1
39000,39.0,0.0,24.0,0.0,33.0,0.0,bending1
39250,39.0,0.0,24.0,0.0,33.0,0.0,bending1
39500,39.0,0.0,24.0,0.0,35.75,0.43,bending1
39750,38.75,0.43,24.0,0.0,35.25,1.3,bending1
40000,38.75,0.43,24.0,0.0,35.25,1.3,bending1
40250,38.5,0.5,24.0,0.0,33.75,1.3,bending1
40500,38.5,0.5,24.0,0.0,33.75,1.3,bending1
40750,38.0,1.0,24.0,0.0,33.0,0.0,bending1
41000,38.25,0.83,24.0,0.0,34.0,1.41,bending1
41250,38.5,0.5,24.0,0.0,34.0,1.41,bending1
41500,38.5,0.5,24.0,0.0,36.0,0.0,bending1
41750,38.67,0.47,24.0,0.0,35.0,1.41,bending1
42000,38.75,0.43,24.0,0.0,36.0,0.0,bending1
42250,38.5,0.5,24.75,0.43,35.25,1.3,bending1
42500,38.33,0.47,25.67,0.94,33.0,0.0,bending1
42750,38.75,0.43,24.0,0.0,33.75,1.3,bending1
43000,39.0,0.0,19.25,1.64,36.0,0.0,bending1
43250,39.0,0.0,17.75,0.43,35.25,1.3,bending1
43500,39.5,0.5,15.25,1.79,36.0,0.0,bending1
43750,41.25,0.43,15.0,0.71,36.0,0.0,bending1
44000,41.75,0.43,16.0,0.0,36.0,0.0,bending1
44250,41.25,0.83,14.75,0.43,36.0,0.0,bending1
44500,41.5,0.5,14.25,0.43,36.0,0.0,bending1
44750,41.25,0.83,15.5,0.5,35.25,0.83,bending1
45000,41.25,0.83,16.0,0.0,34.5,1.5,bending1
45250,41.0,1.0,16.0,0.0,35.25,1.3,bending1
45500,41.5,0.5,15.25,0.43,36.0,0.0,bending1
45750,41.25,0.83,16.0,0.0,36.0,0.0,bending1
46000,41.0,1.0,16.0,0.0,36.0,0.0,bending1
46250,40.5,0.5,16.0,0.0,36.0,0.0,bending1
46500,41.0,1.0,16.0,0.0,36.0,0.0,bending1
46750,40.67,0.47,16.0,0.0,36.0,0.0,bending1
47000,40.5,0.5,16.0,0.0,36.0,0.0,bending1
47250,40.75,0.83,16.25,0.43,36.0,0.0,bending1
47500,40.67,0.94,16.0,0.0,36.0,0.0,bending1
47750,40.5,0.5,16.0,0.0,36.0,0.0,bending1
48000,40.5,0.5,15.67,0.47,36.0,0.0,bending1
48250,40.5,0.5,16.0,0.0,36.0,0.0,bending1
48500,40.75,0.83,16.0,0.0,36.0,0.0,bending1
48750,41.0,1.0,17.0,0.0,36.0,0.0,bending1
49000,40.75,0.83,17.0,0.0,36.0,0.0,bending1
49250,40.75,0.83,17.0,0.0,36.0,0.0,bending1
49500,40.5,0.5,17.0,0.0,36.0,0.0,bending1
49750,40.5,0.5,16.75,0.43,36.0,0.0,bending1
50000,40.5,0.5,17.0,0.0,36.0,0.0,bending1
50250,40.5,0.5,16.33,0.47,36.0,0.0,bending1
50500,40.75,0.83,16.67,0.47,36.0,0.0,bending1
50750,40.5,0.5,17.0,0.0,36.0,0.0,bending1
51000,40.5,0.5,16.67,0.47,36.0,0.0,bending1
51250,40.67,0.47,17.0,0.0,36.0,0.0,bending1
51500,40.25,0.83,16.75,0.43,36.0,0.0,bending1
51750,40.33,0.47,17.0,0.0,36.0,0.0,bending1
52000,40.5,0.5,16.67,0.47,36.0,0.0,bending1
52250,40.0,1.0,17.0,0.0,36.0,0.0,bending1
52500,40.25,0.83,16.75,0.43,35.25,1.3,bending1
52750,40.5,0.5,17.0,0.71,36.0,0.0,bending1
53000,40.5,0.5,17.0,0.0,36.0,0.0,bending1
53250,40.5,0.5,18.0,0.0,36.0,0.0,bending1
53500,40.25,0.83,17.25,0.83,36.0,0.0,bending1
53750,40.67,0.47,17.0,0.0,36.0,0.0,bending1
54000,40.5,0.5,16.75,0.43,36.0,0.0,bending1
54250,40.5,0.5,16.0,0.0,35.25,1.3,bending1
54500,40.67,0.47,16.75,0.83,36.0,0.0,bending1
54750,40.67,0.47,17.25,0.83,36.0,0.0,bending1
55000,40.25,0.83,15.25,0.83,33.75,1.3,bending1
55250,40.33,0.47,11.33,2.49,34.5,1.5,bending1
55500,40.25,0.83,4.0,1.22,34.5,1.5,bending1
55750,40.0,1.0,4.0,1.0,34.25,1.3,bending1
56000,40.25,0.83,4.25,2.17,34.5,1.5,bending1
56250,40.25,0.83,5.75,1.3,34.5,1.5,bending1
56500,40.5,0.5,11.0,1.87,35.75,0.43,bending1
56750,40.5,0.5,10.25,2.28,33.75,1.3,bending1
57000,40.0,1.0,10.25,1.92,34.5,1.5,bending1
57250,40.0,1.0,12.0,0.71,35.5,0.87,bending1
57500,39.33,0.47,11.33,0.47,36.0,0.0,bending1
57750,40.0,1.0,9.33,3.09,34.0,1.41,bending1
58000,40.0,0.71,9.25,2.68,33.75,1.3,bending1
58250,40.0,1.0,12.0,0.0,33.75,1.3,bending1
58500,39.33,0.47,10.0,1.87,34.0,1.41,bending1
58750,39.0,0.0,15.33,3.09,36.0,0.0,bending1
59000,39.0,0.0,18.0,0.0,36.0,0.0,bending1
59250,39.0,0.0,18.0,0.0,36.0,0.0,bending1
59500,39.71,0.8,18.92,2.93,36.17,0.37,bending1
59750,39.71,0.8,18.92,2.93,36.17,0.37,bending1
60000,39.5,1.12,22.0,0.82,36.67,0.94,bending1
60250,37.25,1.3,24.0,0.0,37.5,1.5,bending1
60500,38.5,0.5,22.0,1.22,37.0,1.0,bending1
60750,38.75,0.43,21.75,0.83,35.25,1.3,bending1
61000,39.0,0.0,19.75,1.64,32.75,0.43,bending1
61250,39.0,0.0,15.5,4.27,33.75,1.92,bending1
61500,39.25,0.43,22.33,0.94,36.33,0.47,bending1
61750,39.5,0.5,24.0,0.0,36.75,0.83,bending1
62000,39.25,0.43,15.5,1.12,33.5,1.5,bending1
62250,39.33,0.47,19.5,4.39,37.0,0.82,bending1
62500,39.5,0.5,22.0,2.12,36.25,0.43,bending1
62750,39.0,0.0,17.0,1.22,36.0,0.0,bending1
63000,39.33,0.47,17.0,0.0,36.0,0.0,bending1
63250,40.5,0.5,17.75,0.43,36.0,0.0,bending1
63500,39.8,0.75,15.0,1.1,35.25,1.3,bending1
63750,39.33,0.47,12.5,2.5,36.75,0.83,bending1
64000,39.25,0.43,19.25,1.3,37.0,1.0,bending1
64250,39.0,0.0,18.5,2.29,37.0,1.0,bending1
64500,39.0,0.0,13.5,0.5,36.0,0.0,bending1
64750,39.25,0.43,15.0,2.12,36.25,0.43,bending1
65000,40.25,0.83,16.0,1.22,36.5,0.5,bending1
65250,40.75,0.83,11.67,2.36,36.0,0.0,bending1
65500,39.75,0.83,12.75,1.3,36.25,0.43,bending1
65750,39.5,0.5,12.0,2.45,36.0,0.0,bending1
66000,39.5,0.5,10.5,2.96,36.25,0.43,bending1
66250,39.25,0.43,15.25,1.79,35.25,1.3,bending1
66500,39.67,0.47,14.5,1.12,36.0,0.0,bending1
66750,39.5,0.5,9.25,4.55,36.0,0.0,bending1
67000,39.33,0.47,8.0,3.27,36.0,0.0,bending1
67250,39.33,0.47,15.0,0.82,36.0,0.0,bending1
67500,39.75,0.43,18.25,0.83,36.0,0.0,bending1
67750,40.0,1.0,16.75,1.3,36.0,0.0,bending1
68000,40.25,0.83,17.5,1.8,34.5,1.5,bending1
68250,40.5,0.5,19.33,0.47,34.5,1.5,bending1
68500,40.0,1.0,18.33,0.47,35.0,1.41,bending1
68750,39.5,0.5,20.33,0.94,36.0,0.0,bending1
69000,39.33,0.47,22.2,1.47,36.6,0.8,bending1
69250,39.0,0.0,24.0,0.0,37.33,0.94,bending1
69500,38.5,0.5,24.0,0.0,36.5,0.5,bending1
69750,38.5,0.5,23.5,0.5,36.5,0.5,bending1
70000,39.0,0.0,24.0,0.0,36.75,0.83,bending1
70250,38.33,0.47,20.67,2.36,36.0,0.0,bending1
70500,38.0,1.0,14.25,1.3,36.0,0.0,bending1
70750,38.25,0.83,16.25,1.92,36.25,0.43,bending1
71000,38.5,0.5,17.75,1.79,36.0,0.0,bending1
71250,38.0,1.0,12.25,1.09,36.0,0.0,bending1
71500,38.5,0.5,17.25,2.49,36.25,0.43,bending1
71750,38.5,0.5,23.75,0.43,36.75,0.83,bending1
72000,39.0,0.0,24.25,0.43,37.0,1.0,bending1
72250,39.0,0.0,23.67,0.47,36.67,0.94,bending1
72500,39.0,0.0,19.5,1.12,36.25,0.43,bending1
72750,39.0,0.0,21.25,1.79,36.25,0.43,bending1
73000,39.0,0.0,22.25,1.3,35.5,0.87,bending1
73250,39.0,0.0,19.67,1.25,36.0,0.0,bending1
73500,39.0,0.0,21.25,0.43,36.25,0.43,bending1
73750,39.0,0.0,23.5,0.5,36.67,0.47,bending1
74000,39.25,0.43,20.33,0.94,36.0,0.0,bending1
74250,39.0,0.0,20.0,1.0,36.33,0.47,bending1
74500,39.0,0.0,23.5,0.5,36.67,0.94,bending1
74750,39.0,0.0,24.0,0.0,37.0,1.0,bending1
75000,39.0,0.0,24.0,0.0,37.0,1.0,bending1
75250,39.0,0.0,22.67,1.25,36.33,0.47,bending1
75500,38.75,0.43,24.0,0.0,36.75,0.83,bending1
75750,39.0,0.0,25.25,0.83,37.5,1.5,bending1
76000,39.25,0.43,24.0,0.0,37.0,1.0,bending1
76250,39.25,0.43,24.75,0.83,36.5,0.5,bending1
76500,39.0,0.0,26.5,0.5,36.5,0.5,bending1
76750,38.5,0.5,27.25,0.43,36.75,0.83,bending1
77000,38.5,0.5,27.0,0.71,37.25,1.3,bending1
77250,39.0,0.0,24.75,2.28,37.75,1.3,bending1
77500,39.0,0.0,16.25,1.64,36.75,0.83,bending1
77750,39.0,0.0,12.25,2.59,36.0,0.0,bending1
78000,38.5,0.5,12.0,0.0,36.25,0.43,bending1
78250,38.25,0.83,14.0,1.58,36.0,0.0,bending1
78500,38.75,0.43,13.0,1.22,36.25,0.43,bending1
78750,39.0,0.0,18.5,1.5,36.5,0.87,bending1
79000,39.0,0.0,22.0,0.71,37.0,1.0,bending1
79250,39.5,0.5,21.25,0.43,37.0,1.0,bending1
79500,39.5,0.5,21.75,0.43,37.0,1.0,bending1
79750,39.5,0.5,23.5,0.87,37.75,1.3,bending1
80000,39.5,0.5,23.33,0.47,37.67,0.94,bending1
80250,39.5,0.5,23.75,0.43,37.75,1.3,bending1
80500,39.0,0.0,21.0,0.71,37.25,1.3,bending1
80750,39.33,0.47,22.0,1.22,37.33,0.94,bending1
81000,39.0,0.0,25.0,0.82,37.33,1.25,bending1
81250,39.0,0.0,24.0,0.0,37.5,1.12,bending1
81500,39.33,0.47,25.33,1.25,37.25,1.3,bending1
81750,39.0,0.0,25.25,1.09,38.0,1.0,bending1
82000,39.0,0.0,24.0,0.71,38.25,0.83,bending1
82250,39.0,0.0,19.0,1.73,37.0,0.71,bending1
82500,39.0,0.0,18.5,0.5,36.75,0.83,bending1
82750,39.0,0.0,21.75,2.49,38.0,1.22,bending1
83000,39.25,0.43,24.0,0.0,37.5,1.5,bending1
83250,39.0,0.0,21.67,1.7,37.0,0.82,bending1
83500,39.25,0.43,15.0,0.0,36.0,0.0,bending1
83750,39.0,0.0,19.0,2.74,36.5,0.87,bending1
84000,39.0,0.0,22.0,1.22,37.0,1.0,bending1
84250,39.0,0.0,20.0,5.34,38.0,0.82,bending1
84500,39.0,0.0,15.25,2.17,36.5,0.5,bending1
84750,39.0,0.0,21.0,1.87,36.5,0.5,bending1
85000,39.0,0.0,24.0,0.0,37.25,1.3,bending1
85250,39.0,0.0,25.25,0.43,37.75,1.3,bending1
85500,39.0,0.0,23.5,0.87,36.25,0.43,bending1
85750,39.25,0.43,24.0,0.0,36.25,0.43,bending1
86000,39.5,0.5,23.75,0.43,36.0,0.0,bending1
86250,39.0,0.0,23.75,0.43,36.0,0.0,bending1
86500,39.5,0.5,23.25,0.43,36.0,0.0,bending1
86750,39.5,0.5,23.25,0.43,36.0,0.0,bending1
87000,39.25,0.43,23.33,0.47,36.0,0.0,bending1
87250,39.25,0.43,24.0,0.0,36.33,0.47,bending1
87500,39.0,0.0,23.75,0.43,36.5,0.5,bending1
87750,39.67,0.47,24.0,0.0,37.0,0.82,bending1
88000,39.5,0.5,24.0,0.0,36.5,0.5,bending1
88250,39.25,0.43,18.5,4.33,34.5,1.5,bending1
88500,39.0,0.0,21.67,0.94,32.75,0.43,bending1
88750,39.25,0.43,19.75,2.95,32.75,0.43,bending1
89000,38.75,0.43,22.0,1.22,33.0,0.0,bending1
89250,39.0,0.0,14.75,3.7,36.0,1.87,bending1
89500,39.25,0.43,8.75,1.64,35.5,1.5,bending1
89750,39.0,0.0,12.5,1.5,33.0,0.0,bending1
90000,39.0,0.0,10.5,1.66,36.0,1.87,bending1
90250,39.25,0.43,14.0,4.64,36.0,0.0,bending1
90500,39.0,0.0,20.75,0.43,36.25,0.43,bending1
90750,39.0,0.0,18.33,2.49,35.25,1.3,bending1
91000,39.0,0.0,15.5,4.39,34.5,1.5,bending1
91250,39.0,0.0,14.0,1.58,33.75,1.3,bending1
91500,39.25,0.43,11.5,5.5,36.0,0.0,bending1
91750,39.25,0.43,15.25,1.09,36.5,0.5,bending1
92000,39.33,0.47,16.75,1.3,36.33,0.47,bending1
92250,39.25,0.43,12.75,3.77,36.5,0.5,bending1
92500,39.75,0.83,21.0,0.0,37.0,1.22,bending1
92750,39.67,0.47,16.75,1.3,35.33,1.7,bending1
93000,39.0,0.0,17.75,2.28,36.0,0.0,bending1
93250,40.75,1.09,20.75,1.09,35.25,1.3,bending1
93500,40.67,1.25,20.67,1.7,33.0,0.0,bending1
93750,39.75,0.83,18.75,0.83,32.75,0.43,bending1
94000,39.0,0.0,16.75,1.3,32.0,0.0,bending1
94250,39.25,0.43,19.0,1.0,32.5,0.5,bending1
94500,39.75,0.83,18.25,0.43,33.0,0.0,bending1
94750,39.6,0.49,13.0,2.97,32.75,0.43,bending1
95000,39.33,0.47,9.67,2.62,32.5,0.5,bending1
95250,39.25,0.43,9.67,1.7,31.75,0.43,bending1
95500,39.25,0.43,12.75,0.83,32.0,0.0,bending1
95750,39.0,0.0,11.75,1.79,32.0,0.0,bending1
96000,39.0,0.0,11.0,2.74,32.25,0.43,bending1
96250,39.5,0.5,13.75,1.09,32.75,0.43,bending1
96500,39.75,0.83,14.75,0.43,32.5,0.5,bending1
96750,39.25,0.43,13.5,1.12,32.25,0.43,bending1
97000,39.5,0.5,16.75,1.64,32.25,0.43,bending1
97250,39.25,0.43,17.0,1.22,33.0,0.0,bending1
97500,39.25,0.83,21.5,0.87,34.5,1.5,bending1
97750,38.75,0.43,22.0,0.71,35.0,1.22,bending1
98000,39.25,0.43,22.75,1.09,35.25,1.3,bending1
98250,38.33,0.47,16.33,1.7,34.5,1.5,bending1
98500,39.25,0.43,21.25,2.68,32.75,0.43,bending1
98750,39.0,0.71,22.0,0.71,33.0,0.0,bending1
99000,38.5,0.5,21.25,0.43,33.0,0.0,bending1
99250,38.75,0.43,22.0,0.0,33.0,0.0,bending1
99500,39.75,0.83,23.33,0.94,31.33,0.47,bending1
99750,40.5,0.5,23.5,0.5,30.5,0.5,bending1
100000,41.0,0.71,21.0,0.0,30.0,0.0,bending1
100250,42.0,0.0,23.33,0.47,30.5,0.5,bending1
100500,44.0,0.82,26.25,1.92,31.0,0.0,bending1
100750,45.0,0.0,29.5,0.5,30.0,0.0,bending1
101000,45.0,0.0,27.5,0.5,30.0,0.0,bending1
101250,44.67,0.47,25.67,0.47,30.0,0.0,bending1
101500,42.75,1.3,23.75,1.48,29.75,0.43,bending1
101750,42.0,0.0,21.67,0.47,29.67,0.47,bending1
102000,42.0,0.0,22.5,0.5,30.0,0.0,bending1
102250,42.0,0.0,24.0,0.0,29.75,0.43,bending1
102500,42.0,0.0,22.5,0.5,29.75,0.43,bending1
102750,42.0,0.0,21.0,0.0,30.0,0.0,bending1
103000,42.0,0.0,22.5,1.12,29.75,0.43,bending1
103250,42.5,0.5,23.25,0.43,30.0,0.0,bending1
103500,42.25,0.43,22.5,1.5,29.25,0.83,bending1
103750,42.0,0.0,21.0,0.0,29.33,0.47,bending1
104000,42.0,0.0,21.75,0.43,30.0,0.0,bending1
104250,42.0,0.0,21.5,0.5,30.0,0.0,bending1
104500,42.0,0.0,21.5,0.5,30.0,0.0,bending1
104750,42.0,0.0,21.25,0.43,30.0,0.0,bending1
105000,42.0,0.0,19.0,0.0,29.67,0.47,bending1
105250,42.0,0.0,19.25,0.43,29.5,0.5,bending1
105500,42.0,0.0,19.25,0.43,29.75,0.43,bending1
105750,42.0,0.0,18.75,0.43,29.5,0.5,bending1
106000,42.0,0.0,19.67,0.47,29.75,0.43,bending1
106250,42.0,0.0,20.0,0.0,30.0,0.0,bending1
106500,42.0,0.0,19.75,0.43,30.0,0.0,bending1
106750,42.0,0.0,19.0,0.0,30.0,0.0,bending1
107000,42.0,0.0,18.75,0.43,30.0,0.0,bending1
107250,42.0,0.0,18.33,0.47,30.0,0.0,bending1
107500,41.5,0.5,20.25,0.83,30.5,0.5,bending1
107750,41.25,0.83,20.0,3.08,30.75,1.3,bending1
108000,41.75,0.43,20.5,1.12,34.5,1.5,bending1
108250,41.5,0.5,18.33,0.47,33.0,0.0,bending1
108500,41.5,0.5,18.0,0.71,32.25,0.83,bending1
108750,41.5,0.5,21.0,0.82,35.0,1.41,bending1
109000,41.5,0.5,23.33,0.47,36.0,0.0,bending1
109250,42.0,0.0,21.33,2.05,36.33,0.47,bending1
109500,42.0,0.0,13.0,1.41,37.75,1.3,bending1
109750,42.0,0.0,11.5,0.87,37.0,1.0,bending1
110000,41.5,0.5,18.25,3.27,36.25,0.43,bending1
110250,41.75,0.43,21.0,0.0,34.5,1.5,bending1
110500,42.0,0.0,23.25,0.83,33.0,0.0,bending1
110750,42.0,0.0,25.0,0.71,33.75,1.3,bending1
111000,42.0,0.0,24.67,0.47,33.0,0.0,bending1
111250,42.75,0.43,24.25,0.43,32.0,0.71,bending1
111500,43.75,0.43,25.5,0.5,31.0,0.71,bending1
111750,43.75,0.43,26.0,0.71,31.25,0.43,bending1
